,phrases,w1,w2
86053,reporting abuse,reporting,abuse
73313,reporting live,reporting,live
50002,reporting system,reporting,system
72932,reporting crime,reporting,crime
87830,represents exactly,represent,exactly
24888,represents another,represent,another
95059,represent le,represent,le
24243,represents something,represent,something
65000,represent state,represent,state
22744,represents everything,represent,everything
83429,represent another,represent,another
33451,represent worker,represent,worker
80869,represent people,represent,people
42288,represent district,represent,district
42366,represent something,represent,something
15671,representative government,representative,government
19599,representative sample,representative,sample
47982,representative declined,representative,decline
27909,representative democracy,representative,democracy
58573,representative soon,representative,soon
72265,request related,request,related
91604,request seeking,request,seek
96914,requested access,request,access
62406,request filed,request,file
35210,request came,request,come
53948,requested information,request,information
64229,requested document,request,document
45360,request come,request,come
47769,request visa,request,visa
70104,request last,request,last
92389,requiring transgender,require,transgender
52740,require additional,require,additional
76694,required company,require,company
87024,requiring student,require,student
97820,requires individual,require,individual
71249,require different,require,different
92854,requiring school,require,school
92105,require immediate,require,immediate
98746,required training,require,training
90519,requires government,require,government
92783,requires woman,require,woman
53849,requires action,require,action
83695,require transgender,require,transgender
91451,requires company,require,company
78757,require action,require,action
84729,require employer,require,employer
53424,require woman,require,woman
34861,require people,require,people
34446,require congressional,require,congressional
60991,requiring background,require,background
69118,require special,require,special
39665,requiring people,require,people
77881,requiring woman,require,woman
22265,requires people,require,people
46252,require voter,require,voter
73619,requiring state,require,state
67411,require medical,require,medical
58068,require every,require,every
76498,require employee,require,employee
70073,require company,require,company
83696,require school,require,school
47887,require le,require,le
37022,requiring voter,require,voter
85273,require background,require,background
46707,require state,require,state
43540,required state,require,state
57497,required number,require,number
80177,requires school,require,school
57648,requires le,require,le
25305,required reading,require,reading
63803,require new,require,new
57973,requires state,require,state
85892,requiring employer,require,employer
57698,requires transgender,require,transgender
99271,require student,require,student
22353,rescue group,rescue,group
3715,rescue worker,rescue,worker
81679,rescue center,rescue,center
35336,rescue boat,rescue,boat
51360,rescue agency,rescue,agency
5275,rescue operation,rescue,operation
87963,rescue package,rescue,package
48220,rescue crew,rescue,crew
9203,rescue team,rescue,team
12210,rescue mission,rescue,mission
45943,rescue dog,rescue,dog
81101,rescue attempt,rescue,attempt
46041,rescue people,rescue,people
65640,rescue official,rescue,official
31159,rescue service,rescue,service
7106,rescue effort,rescue,effort
88380,rescue helicopter,rescue,helicopter
3550,research fellow,research,fellow
6946,research center,research,center
24573,research program,research,program
14671,research paper,research,paper
2795,research show,research,show
99958,research document,research,document
76175,research method,research,method
76708,research ship,research,ship
24674,research showed,research,show
87414,research dollar,research,dollar
25838,research found,research,found
22155,research institution,research,institution
44686,research grant,research,grant
12236,research note,research,note
3444,research suggests,research,suggests
37003,research focus,research,focus
42159,research done,research,do
17227,research associate,research,associate
29199,research report,research,report
19402,research lab,research,lab
24281,research assistant,research,assistant
65057,research revealed,research,reveal
3553,research group,research,group
14356,research analyst,research,analyst
96117,research drone,research,drone
68536,research agency,research,agency
18658,research published,research,publish
21849,research university,research,university
5671,research team,research,team
1643,research firm,research,firm
8867,research project,research,project
61088,research subject,research,subject
72032,research department,research,department
29965,research funding,research,funding
44361,research study,research,study
39626,research conducted,research,conduct
68342,research file,research,file
65827,research effort,research,effort
22615,research showing,research,show
70109,research officer,research,officer
7832,research organization,research,organization
53763,research arm,research,arm
15840,research company,research,company
9901,research scientist,research,scientist
45659,research community,research,community
9234,research director,research,director
50190,research find,research,find
95614,researcher suggested,researcher,suggest
38232,researcher reported,researcher,report
56652,researcher write,researcher,write
63062,researcher behind,researcher,behind
85532,researcher call,researcher,call
59911,researcher led,researcher,lead
12026,researcher wrote,researcher,write
29718,researcher asked,researcher,ask
55557,researcher think,researcher,think
60303,researcher hope,researcher,hope
42626,researcher noted,researcher,note
15647,researcher believe,researcher,believe
1388,researcher found,researcher,found
37440,researcher suggest,researcher,suggest
77682,researcher estimate,researcher,estimate
32855,researcher discovered,researcher,discover
95380,researcher began,researcher,begin
83138,researcher published,researcher,publish
22103,researcher used,researcher,use
93068,researcher working,researcher,work
54404,researcher note,researcher,note
73091,reserve fund,reserve,fund
98819,reserve officer,reserve,officer
34333,reserve deputy,reserve,deputy
63945,resident voted,resident,vote
34102,resident fellow,resident,fellow
26440,resident population,resident,population
78306,resident found,resident,found
82312,resident without,resident,without
90571,resident affected,resident,affected
21971,resident living,resident,living
50122,resident along,resident,along
33500,resident began,resident,begin
67254,resident safe,resident,safe
49795,resident reported,resident,report
29088,resident status,resident,status
94592,resident remain,resident,remain
83246,resident across,resident,across
99450,resident must,resident,must
33147,resident live,resident,live
88593,resident called,resident,call
74651,resident include,resident,include
97485,resident named,resident,name
31756,residential property,residential,property
59722,residential unit,residential,unit
6729,residential area,residential,area
31522,residential development,residential,development
88952,residential program,residential,program
19577,residential college,residential,college
32827,residential street,residential,street
78470,residential block,residential,block
78397,residential community,residential,community
18073,residential neighborhood,residential,neighborhood
54944,residential real,residential,real
9866,residential building,residential,building
66337,residential use,residential,use
51697,residential school,residential,school
91975,residential space,residential,space
77791,resigned rather,resign,rather
23149,resigned last,resign,last
87734,resigned following,resign,follow
89713,resigned earlier,resign,earlier
81329,resign amid,resign,amid
47617,resigned amid,resign,amid
84041,resign immediately,resign,immediately
26736,resolution passed,resolution,pass
96152,resolution regarding,resolution,regard
98406,resolution call,resolution,call
48325,resolution last,resolution,last
28129,resolution calling,resolution,call
44025,resolution demanding,resolution,demand
58698,resource needed,resource,need
38030,resource toward,resource,toward
55263,resource management,resource,management
43887,resource necessary,resource,necessary
30554,resource officer,resource,officer
83662,resource center,resource,center
10095,resource available,resource,available
31917,resource department,resource,department
22474,resource away,resource,away
39179,respect human,respect,human
